id,monitored_flight_id,heuristic_score,signals,tail_number,equipment_type,scored_at,tier,flight_number,carrier_iata,origin_iata,destination_iata,departure_date,departure_time,resolved_status,resolved_delay_minutes,departure_hour,day_of_week,month
14,2,19,"{""signals"": {""originWeather"": 2, ""timeOfDayRisk"": 5, ""historicalRisk"": 10, ""destinationWeather"": 2, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 5, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}}",,,2026-05-18 16:40:45.554626,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
15,2,19,"{""signals"": {""originWeather"": 2, ""timeOfDayRisk"": 5, ""historicalRisk"": 10, ""destinationWeather"": 2, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 5, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}}",,,2026-05-18 16:40:48.884924,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
16,2,12,"{""signals"": {""originWeather"": 2, ""timeOfDayRisk"": 3, ""historicalRisk"": 5, ""destinationWeather"": 2, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""originWeather"": {""ceilingFt"": 25000, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 8, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}}",,,2026-05-18 16:54:00.307766,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
17,2,12,"{""signals"": {""originWeather"": 2, ""timeOfDayRisk"": 3, ""historicalRisk"": 5, ""destinationWeather"": 2, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""originWeather"": {""ceilingFt"": 25000, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 8, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}}",,,2026-05-18 17:05:33.375153,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
18,2,12,"{""signals"": {""originWeather"": 2, ""timeOfDayRisk"": 3, ""historicalRisk"": 5, ""destinationWeather"": 2, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""originWeather"": {""ceilingFt"": 25000, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 8, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}}",,,2026-05-18 17:35:21.676654,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
19,2,22,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 3, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": 3.5708225, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 18, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 25000, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 8, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": 3.5708225}",,,2026-05-18 17:36:58.050799,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
20,2,22,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 3, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": 3.57148, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": null, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 18, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 25000, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 8, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": 3.57148}",,,2026-05-18 17:36:59.382955,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
21,2,22,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 3, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": 3.1022519444444443, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 20, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 10, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": 3.1022519444444443}",,,2026-05-18 18:04:56.905606,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
22,2,22,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 3, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": 3.076433888888889, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 21, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 10, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": 3.076433888888889}",,,2026-05-18 18:06:33.65373,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
23,3,17,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 1, ""atcGroundDelay"": 0, ""connectionRisk"": 1, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": -7.507420833333334, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": null, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 22, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 13, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": -7.507420833333334}",,,2026-05-18 19:30:27.785532,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
24,4,10,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 3, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 1, ""atcGroundDelay"": 0, ""connectionRisk"": 1, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": -7.5326530555555555, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": null, ""carrierHealth"": {""reliable"": false, ""sampleSize"": 0, ""avgDelay24h"": 0, ""healthScore"": 3, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 13, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": -7.5326530555555555}",,,2026-05-18 19:31:57.887467,green,YX5792,YX,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
25,5,10,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 3, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 1, ""atcGroundDelay"": 0, ""connectionRisk"": 1, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": -7.5514222222222225, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": null, ""carrierHealth"": {""reliable"": false, ""sampleSize"": 0, ""avgDelay24h"": 0, ""healthScore"": 3, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 13, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": -7.5514222222222225}",,,2026-05-18 19:33:07.986312,green,DL5792,DL,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
26,3,20,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 10, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 1, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": -7.854586944444445, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""carrierHealth"": {""reliable"": true, ""sampleSize"": 23, ""avgDelay24h"": 90, ""healthScore"": 10, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 13, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": -7.854586944444445}",,,2026-05-18 19:51:21.086775,green,RPA5792,RP,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
27,4,13,"{""horizon"": ""short"", ""signals"": {""horizon"": ""short"", ""atcGroundStop"": 0, ""carrierHealth"": 3, ""historicalOtp"": 2, ""originWeather"": 2, ""timeOfDayRisk"": 4, ""atcGroundDelay"": 0, ""connectionRisk"": 1, ""historicalRisk"": 2, ""destinationWeather"": 1, ""hoursUntilDeparture"": -7.855965, ""inboundAircraftDelay"": 0}, ""cancelled"": false, ""nasOrigin"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""flightStatus"": {""status"": ""Unknown"", ""cancelled"": false, ""delayMinutes"": 0, ""departureTime"": ""2026-05-18 21:11Z"", ""inboundDelayMinutes"": 0}, ""carrierHealth"": {""reliable"": false, ""sampleSize"": 1, ""avgDelay24h"": 0, ""healthScore"": 3, ""cancellationRate24h"": 0}, ""originWeather"": {""ceilingFt"": 99999, ""gustSpeedKt"": 0, ""hasFreezing"": false, ""windSpeedKt"": 13, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false, ""visibilityMiles"": 10}, ""nasDestination"": {""programs"": [], ""hasGroundStop"": false, ""hasGroundDelay"": false, ""avgDelayMinutes"": 0}, ""destinationWeather"": {""hasFreezing"": false, ""flightCategory"": ""VFR"", ""hasThunderstorm"": false}, ""hoursUntilDeparture"": -7.855965}",,,2026-05-18 19:51:22.987287,green,YX5792,YX,JFK,IAD,2026-05-18,21:11,Arrived,0,21,0,5
